Trd, 000002.650, 2.0
Trd, 000003.425, 1.0
Trd, 000006.750, 2.0
Trd, 000008.525, 1
Trd, 000008.625, 2.0
Trd, 000014.425, 1.0
Trd, 000020.250, 1.0
Trd, 000020.300, 1.0
Trd, 000022.825, 1.0
Trd, 000024.075, 1
Trd, 000024.400, 2.0
Trd, 000025.275, 1.0
Trd, 000025.325, 2.0
Trd, 000028.500, 2.0
Trd, 000028.800, 1
