B00, 1
B00, Trade, 22.825, 1, B00, S09, 1
B01, 0
B02, 1
B02, Trade, 24.075, 1, B02, S08, 1
B03, 0
B04, 1
B04, Trade, 20.250, 1, S00, B04, 1
B05, 1
B05, Trade, 20.300, 1, S06, B05, 1
B06, 0
B07, 1
B07, Trade, 25.275, 1, B07, S01, 1
B08, 0
B09, 1
B09, Trade, 28.800, 1, B09, S03, 1
B10, 0
B11, 1
B11, Trade, 14.425, 1, S04, B11, 1
B12, 1
B12, Trade, 8.625, 2, S17, B12, 1
B13, 1
B13, Trade, 8.525, 1, B13, S05, 1
B14, 1
B14, Trade, 3.425, 1, S07, B14, 1
B15, 1
B15, Trade, 24.400, 2, S11, B15, 1
B16, 1
B16, Trade, 28.500, 2, S18, B16, 1
B17, 1
B17, Trade, 6.750, 2, S15, B17, 1
B18, 1
B18, Trade, 25.325, 2, S13, B18, 1
B19, 1
B19, Trade, 2.650, 2, S12, B19, 1
S00, 1
S00, Trade, 20.250, 1, S00, B04, 1
S01, 1
S01, Trade, 25.275, 1, B07, S01, 1
S02, 0
S03, 1
S03, Trade, 28.800, 1, B09, S03, 1
S04, 1
S04, Trade, 14.425, 1, S04, B11, 1
S05, 1
S05, Trade, 8.525, 1, B13, S05, 1
S06, 1
S06, Trade, 20.300, 1, S06, B05, 1
S07, 1
S07, Trade, 3.425, 1, S07, B14, 1
S08, 1
S08, Trade, 24.075, 1, B02, S08, 1
S09, 1
S09, Trade, 22.825, 1, B00, S09, 1
S10, 0
S11, 1
S11, Trade, 24.400, 2, S11, B15, 1
S12, 1
S12, Trade, 2.650, 2, S12, B19, 1
S13, 1
S13, Trade, 25.325, 2, S13, B18, 1
S14, 0
S15, 1
S15, Trade, 6.750, 2, S15, B17, 1
S16, 0
S17, 1
S17, Trade, 8.625, 2, S17, B12, 1
S18, 1
S18, Trade, 28.500, 2, S18, B16, 1
S19, 0
